transaction_id,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,scaled_amount,scaled_time
3106,Electronics,0,1,37,4,54,-0.10186610987863762,-0.16666666666666666
5301,Food,0,0,85,3,21,0.8003914915829311,-0.08333333333333333
8426,Clothing,0,0,32,4,55,-0.28967767193005356,0.3333333333333333
1303,Grocery,0,0,94,2,46,-0.5871590760798643,-0.6666666666666666
1501,Electronics,0,0,92,2,23,0.0505024141980948,-0.5833333333333334
3261,Travel,0,0,65,0,35,-0.4225760146156858,0.4166666666666667
4655,Travel,0,1,74,3,22,-0.18298316586193394,0.08333333333333333
3020,Clothing,0,1,84,0,38,0.8015398668928617,0.0
7022,Electronics,0,0,75,2,32,0.9573013180216626,0.75
6606,Travel,0,0,67,1,23,-0.520657705859324,-0.16666666666666666
9247,Food,0,0,94,2,23,-0.006133368132585135,-0.4166666666666667
2782,Travel,0,0,92,3,68,1.1062247161686023,0.16666666666666666
5504,Food,0,0,35,0,39,-0.0009656792378963971,0.5833333333333334
9997,Clothing,0,0,70,3,25,1.5030405846274308,-0.5833333333333334
9025,Electronics,0,0,69,1,62,0.047683674800991734,0.08333333333333333
7393,Clothing,0,0,60,3,43,0.9243638261777373,0.16666666666666666
4870,Electronics,0,0,61,1,20,0.9449823828787681,-0.75
6101,Food,0,0,81,1,33,-0.22891817825916747,-0.6666666666666666
5009,Electronics,1,1,51,1,20,-0.44877985123319847,-0.3333333333333333
7942,Electronics,0,0,26,2,35,0.32522510766018536,-0.5
382,Electronics,0,0,73,1,18,0.48375309930836496,-0.08333333333333333
8318,Clothing,0,0,89,3,34,0.653034059767715,-0.3333333333333333
5311,Clothing,0,0,74,3,38,-0.2528252642568185,-0.4166666666666667
7760,Grocery,0,0,57,0,31,-0.4318152159728566,-0.25
7494,Travel,0,0,99,5,68,0.15453477750228364,0.6666666666666666
8789,Grocery,1,1,48,1,43,-0.550985253817043,-0.4166666666666667
7974,Clothing,1,0,26,3,41,1.5827482709121756,0.08333333333333333
7842,Travel,0,1,43,2,34,-0.09335769280960463,-0.5
6461,Travel,1,1,40,2,55,-0.34772282395928494,-0.75
7719,Electronics,0,0,56,1,49,-0.1159076079864283,0.8333333333333334
9474,Food,0,0,95,3,47,-0.419444081952238,0.3333333333333333
1751,Clothing,0,0,83,2,31,0.08276132063160638,0.16666666666666666
3605,Grocery,0,0,25,1,67,-0.40540258384444733,-0.4166666666666667
9986,Clothing,1,0,30,2,27,0.13026229936056383,0.25
6218,Grocery,0,1,61,2,18,-0.2083518204358606,-0.6666666666666666
9359,Food,0,1,59,2,26,1.1727782852668667,-0.3333333333333333
5792,Electronics,0,0,53,0,53,0.3842620383661752,0.25
2600,Grocery,0,0,41,4,61,-0.5023358997781548,-0.5
9669,Electronics,0,1,91,2,56,0.5136108573665668,0.5833333333333334
5355,Food,0,1,29,2,52,0.07874200704684854,-1.0
2953,Travel,0,0,25,2,31,0.5398668928618036,-0.08333333333333333
1446,Food,0,0,49,3,48,-0.4541041367610597,-0.16666666666666666
8487,Clothing,0,0,50,5,56,-0.5471747357431815,-0.9166666666666666
1198,Clothing,0,0,93,1,20,2.622863108443169,-0.3333333333333333
410,Travel,0,0,99,1,48,-0.547383531254078,-0.16666666666666666
6487,Electronics,0,1,69,2,66,2.1868980816912433,0.25
8422,Food,0,0,93,2,67,-0.36244290747748925,-0.25
9347,Electronics,0,1,99,3,47,0.6742790030014356,0.6666666666666666
2427,Grocery,0,0,28,4,45,-0.5213362912697377,-0.75
6447,Grocery,0,1,26,1,41,2.6209839488451,0.75
9010,Electronics,0,0,94,2,42,0.17671930053503845,-0.8333333333333334
5527,Clothing,0,0,28,1,65,0.3199008221323242,-0.5
6094,Clothing,0,0,28,4,51,0.14205924572621692,-0.5833333333333334
7479,Food,0,0,93,3,32,1.2909043455565705,0.25
5460,Electronics,0,0,81,1,49,2.2694767062508157,-1.0
4504,Travel,0,0,47,2,60,-0.6312149288790291,0.5833333333333334
5800,Grocery,0,0,54,5,48,-0.46934620905650526,0.4166666666666667
6194,Food,0,0,49,2,41,1.9674539997390055,-0.25
5369,Clothing,0,0,69,1,26,0.7523685240767325,-0.6666666666666666
3139,Clothing,0,0,96,1,33,0.05514811431554221,0.9166666666666666
6923,Electronics,0,0,31,1,33,-0.41552916612292834,-0.5833333333333334
6947,Food,0,0,68,3,31,-0.4994127626256036,-0.16666666666666666
3891,Clothing,0,0,40,1,34,0.6742790030014356,-0.3333333333333333
1778,Travel,0,0,54,2,54,-0.09654182435077649,0.25
7783,Travel,0,0,82,1,45,1.3486363043194574,-0.5
9755,Clothing,0,0,86,3,40,-0.40190525903693075,0.6666666666666666
9390,Food,0,0,83,4,54,0.1111575101135325,-0.08333333333333333
8041,Travel,1,1,94,1,20,3.025942842228892,-0.8333333333333334
3409,Travel,0,0,79,2,34,-0.3776327808952108,-0.08333333333333333
7897,Food,0,0,50,2,41,0.5130888685893253,0.9166666666666666
1216,Electronics,0,0,67,1,44,-0.4029492365914133,-0.25
4201,Electronics,1,0,71,4,18,1.144904084562182,0.16666666666666666
5283,Clothing,1,0,66,2,25,-0.45180738614119803,-0.5833333333333334
9481,Clothing,0,0,98,3,44,-0.5254600026099439,-0.16666666666666666
1954,Clothing,0,0,92,0,62,0.6128409239201358,0.6666666666666666
5780,Electronics,0,0,96,0,29,-0.3855670103092784,0.75
1012,Travel,0,1,48,4,25,3.492653007960329,-0.5
9155,Travel,0,0,88,2,50,-0.46323894036278224,0.25
2535,Grocery,0,0,64,1,51,0.6206707555787551,-0.5833333333333334
5206,Grocery,0,0,72,2,55,-0.1923789638522772,0.4166666666666667
2017,Electronics,0,0,32,2,27,-0.23638261777371786,-0.8333333333333334
3520,Electronics,0,0,38,3,19,-0.41490277959023886,0.4166666666666667
9135,Travel,0,1,52,1,33,0.7709513245465224,0.4166666666666667
1811,Clothing,0,0,42,2,57,0.3771629909956936,-0.3333333333333333
1643,Travel,0,0,88,2,19,0.05415633563878377,0.75
7036,Grocery,0,0,57,2,23,1.0620122667362653,0.8333333333333334
1920,Food,0,0,52,1,49,-0.13736134673104528,0.75
9631,Electronics,0,0,92,4,41,-0.4754534777502284,0.75
5730,Travel,0,0,63,1,52,1.7806864152420723,-0.9166666666666666
885,Travel,0,1,46,1,44,0.87446169907347,0.25
4152,Clothing,0,0,78,1,34,-0.6372699986950281,-0.75
6055,Travel,0,0,70,3,30,1.1339945191178389,-0.16666666666666666
6068,Electronics,0,0,56,2,47,-0.25533081038757666,0.08333333333333333
3422,Food,0,0,52,4,27,0.28111705598329634,0.4166666666666667
140,Electronics,0,0,78,1,52,2.714889729870808,-0.5
2729,Food,0,0,89,0,63,-0.37126451781286707,0.25
4802,Grocery,0,0,61,2,29,-0.5685762756100744,-0.6666666666666666
3514,Grocery,0,0,68,3,23,0.9581886989429729,0.4166666666666667
5176,Electronics,0,0,58,3,50,0.956570533733525,-0.08333333333333333
8374,Travel,0,0,27,1,32,0.6412371134020619,-0.8333333333333334
379,Travel,0,0,73,1,69,0.9454521727782855,-0.5
8307,Electronics,0,0,98,1,54,-0.4524337726738875,0.0
101,Travel,0,0,91,1,50,-0.6073078428813781,-0.9166666666666666
7614,Travel,0,0,64,1,64,-0.1617382226282135,-0.16666666666666666
514,Clothing,0,0,62,2,37,1.2515985906303015,0.0
2659,Electronics,1,0,45,3,58,-0.41349340989168737,-0.8333333333333334
9516,Electronics,0,0,43,0,18,-0.44048022967506195,0.6666666666666666
5662,Grocery,0,0,79,0,69,-0.5324024533472531,0.25
4060,Electronics,0,0,99,3,69,3.8948975597024664,-0.3333333333333333
5603,Electronics,0,0,52,3,57,-0.5115751011353256,-0.4166666666666667
8377,Clothing,0,0,28,1,43,-0.4614119796424377,0.6666666666666666
2616,Travel,0,0,26,2,40,-0.5363695680542868,-1.0
562,Electronics,0,0,30,2,21,-0.4122928357040324,-0.5833333333333334
8530,Clothing,0,0,41,4,20,0.3100352342424639,0.6666666666666666
4166,Electronics,0,0,34,1,25,-0.1748401409369699,0.5833333333333334
7380,Travel,0,0,32,1,53,-0.5495236852407673,0.5833333333333334
8741,Electronics,0,0,33,2,58,0.2221323241550307,0.5
4681,Clothing,0,0,42,0,30,-0.34088477097742403,-0.8333333333333334
9180,Grocery,0,0,53,2,38,-0.6318935142894427,0.4166666666666667
6994,Grocery,0,0,93,5,39,-0.5555265561790421,-1.0
6409,Food,0,0,51,1,23,0.036930705989821164,-0.3333333333333333
2559,Electronics,0,0,58,2,22,-0.5621558136500066,-0.25
3959,Electronics,0,0,54,5,24,-0.5885162469006917,0.75
93,Grocery,0,0,69,2,64,0.7066423071903956,0.16666666666666666
1732,Travel,0,0,60,2,37,0.28148244812736534,-0.5833333333333334
4303,Grocery,0,1,99,1,56,0.6847187785462614,0.25
9181,Travel,1,0,43,0,49,-0.11027012919222237,-1.0
946,Electronics,0,0,81,0,23,-0.6269346209056506,0.4166666666666667
1153,Clothing,0,0,73,3,40,0.4859976510505024,0.3333333333333333
9866,Grocery,0,0,84,3,52,-0.6325720996998565,0.16666666666666666
6050,Travel,0,0,59,2,23,1.9478794205924572,-0.25
2927,Grocery,0,0,46,2,26,0.906877202140154,-0.4166666666666667
5726,Grocery,0,1,63,1,65,0.3315933707425291,0.3333333333333333
7802,Food,0,0,97,1,57,-0.5139240506329115,-0.08333333333333333
7617,Travel,0,0,92,2,44,-0.27422680412371137,-0.6666666666666666
9539,Travel,0,0,91,1,27,-0.6050110922615164,-0.25
1812,Clothing,0,0,36,4,31,0.7208404019313586,-0.08333333333333333
6172,Travel,1,0,85,2,53,0.28633694375570923,-0.16666666666666666
4336,Electronics,0,0,47,1,23,-0.584601331071382,-0.16666666666666666
6974,Food,1,0,34,2,21,-0.13621297142111444,0.25
6524,Clothing,0,0,43,2,28,-0.44293357692809604,0.5833333333333334
3084,Grocery,0,0,35,6,29,0.19488450998303541,-0.5
7255,Electronics,0,0,36,1,50,-0.27407020749053895,-0.75
1702,Clothing,0,0,55,3,18,-0.10505024141980948,0.6666666666666666
7196,Travel,0,0,87,5,22,0.09591543781808691,-0.75
693,Food,0,0,37,4,57,0.028370090043064088,0.4166666666666667
6114,Electronics,0,0,38,2,63,0.10217930314498233,0.4166666666666667
1561,Food,0,0,74,6,32,-0.22761320631606424,-1.0
5497,Food,0,0,96,1,60,0.1762495106355214,-0.16666666666666666
7492,Clothing,0,0,64,2,66,-0.1615816259950411,-0.75
6139,Food,0,0,31,3,34,0.3158293096698421,0.16666666666666666
2073,Electronics,0,0,30,2,52,-0.42189742920527207,0.3333333333333333
4766,Travel,1,0,69,1,18,3.915307320892601,-0.75
1914,Food,0,0,70,0,63,-0.20574187654965415,-0.75
4968,Electronics,0,0,48,1,60,0.5425290356257341,-1.0
5212,Food,0,0,44,5,45,-0.40535038496672327,-0.5
740,Food,0,0,60,2,60,-0.19279655487407024,0.5
715,Electronics,0,0,73,2,39,-0.23419026490930445,-0.5
2258,Clothing,0,0,46,0,33,-0.10844316847187789,-0.3333333333333333
6553,Clothing,0,0,73,4,24,0.19049980425420857,-1.0
1300,Electronics,0,0,39,2,53,0.5143938405324285,-0.4166666666666667
904,Food,0,0,47,3,20,0.18460133107138202,0.16666666666666666
3952,Electronics,0,0,55,5,49,1.0553308103875767,-0.3333333333333333
6960,Travel,0,0,98,2,59,2.2970899125668796,0.9166666666666666
2722,Grocery,0,0,59,3,59,0.7990865196398278,-0.8333333333333334
4467,Electronics,0,0,57,4,22,-0.503223280699465,-0.4166666666666667
6146,Grocery,0,0,81,1,56,-0.4643873156727131,0.4166666666666667
618,Travel,0,1,29,4,49,-0.3327417460524599,-1.0
388,Food,0,0,31,3,65,-0.4537909434947149,0.5833333333333334
8284,Electronics,0,0,26,3,21,-0.2619078689808169,0.8333333333333334
2287,Grocery,0,0,64,1,65,2.7066423071903953,0.5
2346,Clothing,0,0,42,2,56,0.40028709382748273,-0.5
8836,Travel,0,0,75,0,54,-0.5971290617251729,-0.6666666666666666
4645,Food,0,0,86,1,33,0.5098525381704294,0.16666666666666666
526,Food,0,0,48,3,29,-0.04314237243899257,0.8333333333333334
3636,Electronics,0,0,51,4,68,-0.011770846926791052,-0.5
8916,Clothing,0,0,89,2,62,-0.01766932010961767,-0.08333333333333333
510,Grocery,0,0,27,2,29,0.5781286702335899,0.16666666666666666
4639,Food,0,0,30,1,50,0.6720866501370221,-0.8333333333333334
5374,Travel,0,1,42,3,37,0.7929792509461047,0.5833333333333334
7426,Travel,0,0,78,4,65,-0.20662925747096436,0.6666666666666666
3330,Grocery,0,0,73,0,55,0.4076471355865849,-0.4166666666666667
9515,Grocery,0,0,78,0,34,0.28116925486102057,-0.8333333333333334
9282,Grocery,0,0,60,2,42,2.0528513636956807,0.75
9700,Clothing,0,0,61,1,36,0.9183087563617381,0.5
5184,Electronics,1,0,64,0,47,1.9366044630040455,0.0
6400,Food,0,0,35,4,56,1.1897429205272085,0.75
8548,Electronics,0,0,90,1,56,-0.19775544825786248,0.08333333333333333
727,Travel,0,0,80,3,27,-0.4958632389403628,0.08333333333333333
95,Travel,0,1,55,4,65,0.7475140284483884,0.0
9281,Travel,0,0,35,1,47,-0.12880073078428814,-0.3333333333333333
539,Electronics,0,0,38,5,18,-0.0746704945843664,-0.75
9112,Travel,0,0,92,1,50,0.0676236460916091,0.75
4416,Food,0,0,58,1,27,-0.00529818608899909,0.5
3423,Grocery,0,0,27,2,31,0.7126451781286703,0.16666666666666666
8188,Food,0,0,96,2,32,1.9473052329374918,-0.5
1644,Grocery,0,0,74,3,50,0.2806994649615034,-0.75
9907,Grocery,0,0,33,1,18,1.1140545478272217,-0.08333333333333333
5851,Clothing,0,0,38,1,22,-0.47070337987733263,-0.16666666666666666
8282,Travel,0,0,59,1,56,2.8678324416025056,0.8333333333333334
6039,Food,0,0,74,3,57,-0.5099047370481535,0.0
4493,Travel,0,0,85,2,33,0.14999347514028458,-0.8333333333333334
9510,Travel,0,0,80,4,43,-0.4731567271303667,0.08333333333333333
4775,Travel,0,0,55,1,67,-0.25068511027012924,0.0
8648,Clothing,0,0,27,1,27,-0.5475401278872505,0.75
3652,Grocery,0,1,33,3,33,-0.1606942450737309,-1.0
5920,Electronics,0,1,97,1,51,0.19086519639827743,-0.5833333333333334
2543,Food,0,0,33,2,51,1.1199530210100483,-0.08333333333333333
1290,Electronics,0,0,85,2,37,-0.5604332506851103,0.4166666666666667
6589,Grocery,0,0,42,1,69,-0.4380790812997521,-0.08333333333333333
6953,Food,0,0,72,2,18,-0.08109095654443428,-0.8333333333333334
6757,Clothing,0,0,43,4,23,1.066292574709644,0.16666666666666666
1461,Travel,0,0,45,3,41,-0.16690591152290224,-0.25
614,Travel,0,1,25,2,37,-0.5571969202662144,-0.4166666666666667
8410,Clothing,0,0,91,3,64,-0.18825525251207098,-0.3333333333333333
